,lastUpdateId,E,T,bids,asks
250,722823590005,1630855043709,1630855043699,"['3917.43', '0.764']","['3927.91', '0.002']"
251,722823590005,1630855043709,1630855043699,"['3917.41', '3.210']","['3927.92', '17.214']"
252,722823590005,1630855043709,1630855043699,"['3917.40', '0.010']","['3927.93', '2.030']"
253,722823590005,1630855043709,1630855043699,"['3917.39', '2.400']","['3927.94', '3.280']"
254,722823590005,1630855043709,1630855043699,"['3917.38', '0.754']","['3927.95', '0.778']"
255,722823590005,1630855043709,1630855043699,"['3917.37', '1.344']","['3927.98', '2.890']"
256,722823590005,1630855043709,1630855043699,"['3917.36', '6.900']","['3927.99', '61.109']"
257,722823590005,1630855043709,1630855043699,"['3917.35', '1.893']","['3928.00', '28.795']"
258,722823590005,1630855043709,1630855043699,"['3917.31', '2.736']","['3928.03', '0.268']"
259,722823590005,1630855043709,1630855043699,"['3917.30', '1.280']","['3928.05', '94.493']"
260,722823590005,1630855043709,1630855043699,"['3917.26', '4.231']","['3928.07', '0.173']"
261,722823590005,1630855043709,1630855043699,"['3917.25', '0.066']","['3928.08', '2.552']"
262,722823590005,1630855043709,1630855043699,"['3917.22', '3.946']","['3928.09', '0.666']"
263,722823590005,1630855043709,1630855043699,"['3917.21', '1.000']","['3928.10', '0.040']"
264,722823590005,1630855043709,1630855043699,"['3917.20', '0.964']","['3928.12', '5.603']"
265,722823590005,1630855043709,1630855043699,"['3917.19', '40.086']","['3928.14', '0.010']"
266,722823590005,1630855043709,1630855043699,"['3917.15', '3.210']","['3928.15', '0.004']"
267,722823590005,1630855043709,1630855043699,"['3917.10', '4.404']","['3928.16', '9.463']"
268,722823590005,1630855043709,1630855043699,"['3917.08', '0.002']","['3928.20', '0.062']"
269,722823590005,1630855043709,1630855043699,"['3917.04', '11.582']","['3928.23', '0.451']"
270,722823590005,1630855043709,1630855043699,"['3917.03', '0.032']","['3928.24', '0.357']"
271,722823590005,1630855043709,1630855043699,"['3917.02', '3.900']","['3928.25', '6.902']"
272,722823590005,1630855043709,1630855043699,"['3917.01', '2.530']","['3928.26', '31.649']"
273,722823590005,1630855043709,1630855043699,"['3917.00', '3.454']","['3928.27', '0.587']"
274,722823590005,1630855043709,1630855043699,"['3916.98', '0.758']","['3928.28', '0.054']"
275,722823590005,1630855043709,1630855043699,"['3916.97', '0.013']","['3928.31', '4.714']"
276,722823590005,1630855043709,1630855043699,"['3916.87', '167.516']","['3928.32', '3.807']"
277,722823590005,1630855043709,1630855043699,"['3916.86', '0.960']","['3928.33', '0.010']"
278,722823590005,1630855043709,1630855043699,"['3916.85', '0.306']","['3928.35', '1.539']"
279,722823590005,1630855043709,1630855043699,"['3916.84', '0.424']","['3928.36', '0.012']"
280,722823590005,1630855043709,1630855043699,"['3916.82', '0.178']","['3928.37', '2.130']"
281,722823590005,1630855043709,1630855043699,"['3916.81', '5.737']","['3928.38', '6.000']"
282,722823590005,1630855043709,1630855043699,"['3916.79', '0.029']","['3928.39', '4.431']"
283,722823590005,1630855043709,1630855043699,"['3916.70', '4.482']","['3928.40', '2.003']"
284,722823590005,1630855043709,1630855043699,"['3916.69', '1.327']","['3928.42', '0.004']"
285,722823590005,1630855043709,1630855043699,"['3916.67', '0.009']","['3928.43', '2.410']"
286,722823590005,1630855043709,1630855043699,"['3916.66', '15.000']","['3928.44', '60.011']"
287,722823590005,1630855043709,1630855043699,"['3916.63', '0.032']","['3928.48', '9.485']"
288,722823590005,1630855043709,1630855043699,"['3916.61', '0.142']","['3928.50', '5.300']"
289,722823590005,1630855043709,1630855043699,"['3916.60', '1.277']","['3928.51', '2.570']"
290,722823590005,1630855043709,1630855043699,"['3916.59', '0.759']","['3928.52', '0.038']"
291,722823590005,1630855043709,1630855043699,"['3916.57', '2.430']","['3928.53', '0.066']"
292,722823590005,1630855043709,1630855043699,"['3916.56', '5.000']","['3928.54', '0.024']"
293,722823590005,1630855043709,1630855043699,"['3916.55', '5.002']","['3928.55', '46.404']"
294,722823590005,1630855043709,1630855043699,"['3916.54', '22.215']","['3928.56', '0.641']"
295,722823590005,1630855043709,1630855043699,"['3916.52', '0.500']","['3928.57', '0.520']"
296,722823590005,1630855043709,1630855043699,"['3916.47', '60.000']","['3928.61', '0.218']"
297,722823590005,1630855043709,1630855043699,"['3916.46', '2.551']","['3928.64', '0.032']"
298,722823590005,1630855043709,1630855043699,"['3916.45', '43.602']","['3928.65', '10.000']"
299,722823590005,1630855043709,1630855043699,"['3916.40', '1.357']","['3928.66', '2.956']"
300,722823590005,1630855043709,1630855043699,"['3916.35', '0.043']","['3928.67', '0.051']"
301,722823590005,1630855043709,1630855043699,"['3916.32', '0.013']","['3928.68', '0.191']"
302,722823590005,1630855043709,1630855043699,"['3916.31', '0.300']","['3928.69', '3.711']"
303,722823590005,1630855043709,1630855043699,"['3916.28', '0.520']","['3928.71', '0.929']"
304,722823590005,1630855043709,1630855043699,"['3916.27', '5.500']","['3928.72', '0.002']"
305,722823590005,1630855043709,1630855043699,"['3916.20', '0.757']","['3928.73', '2.636']"
306,722823590005,1630855043709,1630855043699,"['3916.19', '22.191']","['3928.74', '0.200']"
307,722823590005,1630855043709,1630855043699,"['3916.15', '2.450']","['3928.75', '0.015']"
308,722823590005,1630855043709,1630855043699,"['3916.14', '0.032']","['3928.76', '0.050']"
309,722823590005,1630855043709,1630855043699,"['3916.10', '3.994']","['3928.78', '17.841']"
310,722823590005,1630855043709,1630855043699,"['3916.08', '0.201']","['3928.80', '1.274']"
311,722823590005,1630855043709,1630855043699,"['3916.05', '1.500']","['3928.81', '0.004']"
312,722823590005,1630855043709,1630855043699,"['3916.04', '0.013']","['3928.82', '0.158']"
313,722823590005,1630855043709,1630855043699,"['3916.03', '0.060']","['3928.83', '0.002']"
314,722823590005,1630855043709,1630855043699,"['3916.02', '0.004']","['3928.85', '0.169']"
315,722823590005,1630855043709,1630855043699,"['3916.01', '3.360']","['3928.86', '2.051']"
316,722823590005,1630855043709,1630855043699,"['3916.00', '20.753']","['3928.88', '0.023']"
317,722823590005,1630855043709,1630855043699,"['3915.99', '6.086']","['3928.90', '3.854']"
318,722823590005,1630855043709,1630855043699,"['3915.94', '1.202']","['3928.91', '0.813']"
319,722823590005,1630855043709,1630855043699,"['3915.90', '4.000']","['3928.93', '0.421']"
320,722823590005,1630855043709,1630855043699,"['3915.89', '0.487']","['3928.94', '0.200']"
321,722823590005,1630855043709,1630855043699,"['3915.84', '1.996']","['3928.95', '5.219']"
322,722823590005,1630855043709,1630855043699,"['3915.81', '0.739']","['3928.98', '0.010']"
323,722823590005,1630855043709,1630855043699,"['3915.80', '1.371']","['3929.00', '1.545']"
324,722823590005,1630855043709,1630855043699,"['3915.78', '0.032']","['3929.01', '0.230']"
325,722823590005,1630855043709,1630855043699,"['3915.77', '0.478']","['3929.08', '0.607']"
326,722823590005,1630855043709,1630855043699,"['3915.64', '3.270']","['3929.09', '0.003']"
327,722823590005,1630855043709,1630855043699,"['3915.62', '0.603']","['3929.10', '3.731']"
328,722823590005,1630855043709,1630855043699,"['3915.60', '4.605']","['3929.12', '0.069']"
329,722823590005,1630855043709,1630855043699,"['3915.50', '6.157']","['3929.13', '0.032']"
330,722823590005,1630855043709,1630855043699,"['3915.49', '0.771']","['3929.15', '1.405']"
331,722823590005,1630855043709,1630855043699,"['3915.47', '0.029']","['3929.17', '2.674']"
332,722823590005,1630855043709,1630855043699,"['3915.45', '3.591']","['3929.19', '1.076']"
333,722823590005,1630855043709,1630855043699,"['3915.43', '0.010']","['3929.20', '0.013']"
334,722823590005,1630855043709,1630855043699,"['3915.42', '1.000']","['3929.21', '0.015']"
335,722823590005,1630855043709,1630855043699,"['3915.41', '0.289']","['3929.23', '0.269']"
336,722823590005,1630855043709,1630855043699,"['3915.40', '2.000']","['3929.24', '0.029']"
337,722823590005,1630855043709,1630855043699,"['3915.39', '0.851']","['3929.25', '18.342']"
338,722823590005,1630855043709,1630855043699,"['3915.38', '16.444']","['3929.26', '0.077']"
339,722823590005,1630855043709,1630855043699,"['3915.37', '0.066']","['3929.28', '5.720']"
340,722823590005,1630855043709,1630855043699,"['3915.34', '99.194']","['3929.31', '3.527']"
341,722823590005,1630855043709,1630855043699,"['3915.29', '2.468']","['3929.32', '2.000']"
342,722823590005,1630855043709,1630855043699,"['3915.28', '0.076']","['3929.33', '0.011']"
343,722823590005,1630855043709,1630855043699,"['3915.23', '0.025']","['3929.36', '0.462']"
344,722823590005,1630855043709,1630855043699,"['3915.22', '0.526']","['3929.38', '2.582']"
345,722823590005,1630855043709,1630855043699,"['3915.21', '283.992']","['3929.40', '0.010']"
346,722823590005,1630855043709,1630855043699,"['3915.20', '0.003']","['3929.44', '15.589']"
347,722823590005,1630855043709,1630855043699,"['3915.17', '0.770']","['3929.45', '1.371']"
348,722823590005,1630855043709,1630855043699,"['3915.13', '1.198']","['3929.50', '0.863']"
349,722823590005,1630855043709,1630855043699,"['3915.11', '0.002']","['3929.52', '3.678']"
350,722823590005,1630855043709,1630855043699,"['3915.10', '2.043']","['3929.53', '0.032']"
351,722823590005,1630855043709,1630855043699,"['3915.09', '3.461']","['3929.55', '2.085']"
352,722823590005,1630855043709,1630855043699,"['3915.03', '0.013']","['3929.57', '10.320']"
353,722823590005,1630855043709,1630855043699,"['3915.00', '22.599']","['3929.60', '0.013']"
354,722823590005,1630855043709,1630855043699,"['3914.99', '0.202']","['3929.61', '0.006']"
355,722823590005,1630855043709,1630855043699,"['3914.98', '5.000']","['3929.62', '16.836']"
356,722823590005,1630855043709,1630855043699,"['3914.97', '0.801']","['3929.63', '0.010']"
357,722823590005,1630855043709,1630855043699,"['3914.94', '0.002']","['3929.64', '0.015']"
358,722823590005,1630855043709,1630855043699,"['3914.93', '20.894']","['3929.65', '0.005']"
359,722823590005,1630855043709,1630855043699,"['3914.92', '2.503']","['3929.66', '0.297']"
360,722823590005,1630855043709,1630855043699,"['3914.91', '0.002']","['3929.67', '0.007']"
361,722823590005,1630855043709,1630855043699,"['3914.89', '0.032']","['3929.69', '0.007']"
362,722823590005,1630855043709,1630855043699,"['3914.85', '0.748']","['3929.70', '0.308']"
363,722823590005,1630855043709,1630855043699,"['3914.83', '0.306']","['3929.72', '0.006']"
364,722823590005,1630855043709,1630855043699,"['3914.81', '0.125']","['3929.73', '1.350']"
365,722823590005,1630855043709,1630855043699,"['3914.79', '0.089']","['3929.77', '13.478']"
366,722823590005,1630855043709,1630855043699,"['3914.76', '46.397']","['3929.78', '2.169']"
367,722823590005,1630855043709,1630855043699,"['3914.74', '11.679']","['3929.80', '5.080']"
368,722823590005,1630855043709,1630855043699,"['3914.72', '2.553']","['3929.81', '0.665']"
369,722823590005,1630855043709,1630855043699,"['3914.70', '0.066']","['3929.83', '0.448']"
370,722823590005,1630855043709,1630855043699,"['3914.67', '16.743']","['3929.84', '0.153']"
371,722823590005,1630855043709,1630855043699,"['3914.66', '13.963']","['3929.85', '2.000']"
372,722823590005,1630855043709,1630855043699,"['3914.65', '0.038']","['3929.86', '0.081']"
373,722823590005,1630855043709,1630855043699,"['3914.53', '15.894']","['3929.88', '0.002']"
374,722823590005,1630855043709,1630855043699,"['3914.52', '2.734']","['3929.89', '0.002']"
375,722823590005,1630855043709,1630855043699,"['3914.50', '0.002']","['3929.91', '3.222']"
376,722823590005,1630855043709,1630855043699,"['3914.48', '30.659']","['3929.92', '0.014']"
377,722823590005,1630855043709,1630855043699,"['3914.46', '0.068']","['3929.94', '3.695']"
378,722823590005,1630855043709,1630855043699,"['3914.45', '0.088']","['3929.95', '0.002']"
379,722823590005,1630855043709,1630855043699,"['3914.40', '0.006']","['3929.96', '4.028']"
380,722823590005,1630855043709,1630855043699,"['3914.36', '4.884']","['3929.98', '0.020']"
381,722823590005,1630855043709,1630855043699,"['3914.32', '0.072']","['3929.99', '22.735']"
382,722823590005,1630855043709,1630855043699,"['3914.30', '0.050']","['3930.00', '52.999']"
383,722823590005,1630855043709,1630855043699,"['3914.27', '32.508']","['3930.02', '3.024']"
384,722823590005,1630855043709,1630855043699,"['3914.26', '39.256']","['3930.03', '0.076']"
385,722823590005,1630855043709,1630855043699,"['3914.25', '0.048']","['3930.05', '0.025']"
386,722823590005,1630855043709,1630855043699,"['3914.23', '0.095']","['3930.06', '0.005']"
387,722823590005,1630855043709,1630855043699,"['3914.22', '16.254']","['3930.08', '0.204']"
388,722823590005,1630855043709,1630855043699,"['3914.21', '0.810']","['3930.09', '0.009']"
389,722823590005,1630855043709,1630855043699,"['3914.19', '16.972']","['3930.10', '1.133']"
390,722823590005,1630855043709,1630855043699,"['3914.18', '16.996']","['3930.12', '0.010']"
391,722823590005,1630855043709,1630855043699,"['3914.17', '16.263']","['3930.13', '1.800']"
392,722823590005,1630855043709,1630855043699,"['3914.13', '0.191']","['3930.14', '0.010']"
393,722823590005,1630855043709,1630855043699,"['3914.11', '0.882']","['3930.16', '0.092']"
394,722823590005,1630855043709,1630855043699,"['3914.10', '0.013']","['3930.17', '3.668']"
395,722823590005,1630855043709,1630855043699,"['3914.09', '0.025']","['3930.21', '0.015']"
396,722823590005,1630855043709,1630855043699,"['3914.06', '0.010']","['3930.22', '1.996']"
397,722823590005,1630855043709,1630855043699,"['3914.05', '0.509']","['3930.24', '2.000']"
398,722823590005,1630855043709,1630855043699,"['3914.04', '0.520']","['3930.25', '2.047']"
399,722823590005,1630855043709,1630855043699,"['3914.03', '0.171']","['3930.26', '30.659']"
400,722823590005,1630855043709,1630855043699,"['3914.02', '293.459']","['3930.28', '0.004']"
401,722823590005,1630855043709,1630855043699,"['3914.01', '0.766']","['3930.31', '1.197']"
402,722823590005,1630855043709,1630855043699,"['3914.00', '26.958']","['3930.32', '0.002']"
403,722823590005,1630855043709,1630855043699,"['3913.96', '0.004']","['3930.36', '0.005']"
404,722823590005,1630855043709,1630855043699,"['3913.94', '0.029']","['3930.37', '0.016']"
405,722823590005,1630855043709,1630855043699,"['3913.91', '14.017']","['3930.38', '0.025']"
406,722823590005,1630855043709,1630855043699,"['3913.89', '0.724']","['3930.39', '0.038']"
407,722823590005,1630855043709,1630855043699,"['3913.83', '4.340']","['3930.40', '3.818']"
408,722823590005,1630855043709,1630855043699,"['3913.79', '0.882']","['3930.42', '8.063']"
409,722823590005,1630855043709,1630855043699,"['3913.77', '80.266']","['3930.43', '0.266']"
410,722823590005,1630855043709,1630855043699,"['3913.74', '16.972']","['3930.44', '3.607']"
411,722823590005,1630855043709,1630855043699,"['3913.72', '13.232']","['3930.46', '0.050']"
412,722823590005,1630855043709,1630855043699,"['3913.70', '0.158']","['3930.50', '0.018']"
413,722823590005,1630855043709,1630855043699,"['3913.65', '0.017']","['3930.51', '0.300']"
414,722823590005,1630855043709,1630855043699,"['3913.61', '1.024']","['3930.53', '0.316']"
415,722823590005,1630855043709,1630855043699,"['3913.59', '1.000']","['3930.57', '2.300']"
416,722823590005,1630855043709,1630855043699,"['3913.58', '0.500']","['3930.59', '3.227']"
417,722823590005,1630855043709,1630855043699,"['3913.57', '0.725']","['3930.63', '3.706']"
418,722823590005,1630855043709,1630855043699,"['3913.56', '6.562']","['3930.64', '0.479']"
419,722823590005,1630855043709,1630855043699,"['3913.54', '0.778']","['3930.65', '0.366']"
420,722823590005,1630855043709,1630855043699,"['3913.51', '16.972']","['3930.66', '0.002']"
421,722823590005,1630855043709,1630855043699,"['3913.50', '0.018']","['3930.67', '0.246']"
422,722823590005,1630855043709,1630855043699,"['3913.49', '1.341']","['3930.68', '293.366']"
423,722823590005,1630855043709,1630855043699,"['3913.48', '0.011']","['3930.70', '2.000']"
424,722823590005,1630855043709,1630855043699,"['3913.46', '20.254']","['3930.71', '3.850']"
425,722823590005,1630855043709,1630855043699,"['3913.45', '16.254']","['3930.74', '2.553']"
426,722823590005,1630855043709,1630855043699,"['3913.40', '5.003']","['3930.76', '0.052']"
427,722823590005,1630855043709,1630855043699,"['3913.36', '4.499']","['3930.80', '13.278']"
428,722823590005,1630855043709,1630855043699,"['3913.35', '0.250']","['3930.81', '0.050']"
429,722823590005,1630855043709,1630855043699,"['3913.33', '0.129']","['3930.82', '0.215']"
430,722823590005,1630855043709,1630855043699,"['3913.32', '0.007']","['3930.84', '0.004']"
431,722823590005,1630855043709,1630855043699,"['3913.29', '0.106']","['3930.86', '0.020']"
432,722823590005,1630855043709,1630855043699,"['3913.27', '2.698']","['3930.87', '11.679']"
433,722823590005,1630855043709,1630855043699,"['3913.26', '0.100']","['3930.88', '0.002']"
434,722823590005,1630855043709,1630855043699,"['3913.25', '0.125']","['3930.92', '0.102']"
435,722823590005,1630855043709,1630855043699,"['3913.24', '1.781']","['3930.97', '0.005']"
436,722823590005,1630855043709,1630855043699,"['3913.22', '0.219']","['3931.00', '0.607']"
437,722823590005,1630855043709,1630855043699,"['3913.20', '0.005']","['3931.03', '3.823']"
438,722823590005,1630855043709,1630855043699,"['3913.16', '2.055']","['3931.05', '0.853']"
439,722823590005,1630855043709,1630855043699,"['3913.15', '0.732']","['3931.09', '0.005']"
440,722823590005,1630855043709,1630855043699,"['3913.11', '0.078']","['3931.10', '0.250']"
441,722823590005,1630855043709,1630855043699,"['3913.10', '0.002']","['3931.12', '98.156']"
442,722823590005,1630855043709,1630855043699,"['3913.09', '0.013']","['3931.14', '0.053']"
443,722823590005,1630855043709,1630855043699,"['3913.06', '0.058']","['3931.15', '5.112']"
444,722823590005,1630855043709,1630855043699,"['3913.05', '0.010']","['3931.16', '2.000']"
445,722823590005,1630855043709,1630855043699,"['3913.04', '0.300']","['3931.17', '0.434']"
446,722823590005,1630855043709,1630855043699,"['3913.03', '16.972']","['3931.18', '0.146']"
447,722823590005,1630855043709,1630855043699,"['3913.01', '0.284']","['3931.19', '0.007']"
448,722823590005,1630855043709,1630855043699,"['3913.00', '21.466']","['3931.20', '0.254']"
449,722823590005,1630855043709,1630855043699,"['3912.99', '0.300']","['3931.22', '0.171']"
450,722823590005,1630855043709,1630855043699,"['3912.96', '1.000']","['3931.23', '0.523']"
451,722823590005,1630855043709,1630855043699,"['3912.95', '0.024']","['3931.24', '3.830']"
452,722823590005,1630855043709,1630855043699,"['3912.93', '0.564']","['3931.25', '0.030']"
453,722823590005,1630855043709,1630855043699,"['3912.91', '0.900']","['3931.26', '0.489']"
454,722823590005,1630855043709,1630855043699,"['3912.89', '1.000']","['3931.28', '10.282']"
455,722823590005,1630855043709,1630855043699,"['3912.79', '2.146']","['3931.30', '0.300']"
456,722823590005,1630855043709,1630855043699,"['3912.76', '58.365']","['3931.31', '0.051']"
457,722823590005,1630855043709,1630855043699,"['3912.75', '0.722']","['3931.33', '0.561']"
458,722823590005,1630855043709,1630855043699,"['3912.73', '0.080']","['3931.35', '0.300']"
459,722823590005,1630855043709,1630855043699,"['3912.72', '3.881']","['3931.39', '0.003']"
460,722823590005,1630855043709,1630855043699,"['3912.69', '1.200']","['3931.40', '4.108']"
461,722823590005,1630855043709,1630855043699,"['3912.65', '4.733']","['3931.41', '0.520']"
462,722823590005,1630855043709,1630855043699,"['3912.61', '0.640']","['3931.44', '3.783']"
463,722823590005,1630855043709,1630855043699,"['3912.54', '87.204']","['3931.48', '58.078']"
464,722823590005,1630855043709,1630855043699,"['3912.50', '0.081']","['3931.50', '3.492']"
465,722823590005,1630855043709,1630855043699,"['3912.49', '0.015']","['3931.51', '0.638']"
466,722823590005,1630855043709,1630855043699,"['3912.48', '0.520']","['3931.52', '1.275']"
467,722823590005,1630855043709,1630855043699,"['3912.46', '0.089']","['3931.55', '2.900']"
468,722823590005,1630855043709,1630855043699,"['3912.45', '0.734']","['3931.56', '0.002']"
469,722823590005,1630855043709,1630855043699,"['3912.44', '0.004']","['3931.60', '0.450']"
470,722823590005,1630855043709,1630855043699,"['3912.42', '0.050']","['3931.61', '0.015']"
471,722823590005,1630855043709,1630855043699,"['3912.41', '80.129']","['3931.62', '0.266']"
472,722823590005,1630855043709,1630855043699,"['3912.40', '0.146']","['3931.66', '0.004']"
473,722823590005,1630855043709,1630855043699,"['3912.37', '0.742']","['3931.67', '0.005']"
474,722823590005,1630855043709,1630855043699,"['3912.36', '0.076']","['3931.71', '0.115']"
475,722823590005,1630855043709,1630855043699,"['3912.34', '41.400']","['3931.74', '0.300']"
476,722823590005,1630855043709,1630855043699,"['3912.29', '0.230']","['3931.75', '0.035']"
477,722823590005,1630855043709,1630855043699,"['3912.28', '0.010']","['3931.78', '1.466']"
478,722823590005,1630855043709,1630855043699,"['3912.23', '4.091']","['3931.79', '0.005']"
479,722823590005,1630855043709,1630855043699,"['3912.20', '0.225']","['3931.81', '0.166']"
480,722823590005,1630855043709,1630855043699,"['3912.14', '0.363']","['3931.83', '0.032']"
481,722823590005,1630855043709,1630855043699,"['3912.13', '4.000']","['3931.84', '0.943']"
482,722823590005,1630855043709,1630855043699,"['3912.12', '0.471']","['3931.85', '5.589']"
483,722823590005,1630855043709,1630855043699,"['3912.10', '0.020']","['3931.87', '0.031']"
484,722823590005,1630855043709,1630855043699,"['3912.08', '0.067']","['3931.90', '1.316']"
485,722823590005,1630855043709,1630855043699,"['3912.07', '0.023']","['3931.92', '0.101']"
486,722823590005,1630855043709,1630855043699,"['3912.05', '0.022']","['3931.93', '0.002']"
487,722823590005,1630855043709,1630855043699,"['3912.02', '0.158']","['3931.96', '2.578']"
488,722823590005,1630855043709,1630855043699,"['3912.00', '4.612']","['3931.99', '0.012']"
489,722823590005,1630855043709,1630855043699,"['3911.99', '4.613']","['3932.00', '32.288']"
490,722823590005,1630855043709,1630855043699,"['3911.96', '0.275']","['3932.01', '2.179']"
491,722823590005,1630855043709,1630855043699,"['3911.94', '2.584']","['3932.03', '0.075']"
492,722823590005,1630855043709,1630855043699,"['3911.93', '1.052']","['3932.04', '1.999']"
493,722823590005,1630855043709,1630855043699,"['3911.92', '0.002']","['3932.06', '0.400']"
494,722823590005,1630855043709,1630855043699,"['3911.85', '17.854']","['3932.07', '0.148']"
495,722823590005,1630855043709,1630855043699,"['3911.83', '0.082']","['3932.09', '0.002']"
496,722823590005,1630855043709,1630855043699,"['3911.82', '16.254']","['3932.10', '0.300']"
497,722823590005,1630855043709,1630855043699,"['3911.80', '0.052']","['3932.11', '0.024']"
498,722823590005,1630855043709,1630855043699,"['3911.74', '0.031']","['3932.12', '0.025']"
499,722823590005,1630855043709,1630855043699,"['3911.73', '0.070']","['3932.16', '0.356']"
